Year,Date,Region,Site,Latitude,Longitude,Quadrat (m2),Replicate,ZosteraShoot
2019,5/22/2019,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,5,73
2019,5/22/2019,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,6,89
2019,5/22/2019,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,7,82
2019,5/22/2019,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,8,23
2019,5/22/2019,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,9,14
2019,5/22/2019,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,10,8
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,1,25
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,2,20
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,3,42
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,4,46
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,5,21
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,6,17
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,7,6
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,8,29
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,9,24
2019,5/22/2019,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,10,10
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-151.4365,0.25,1,7
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-150.4365,0.25,2,3
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-149.4365,0.25,3,10
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-148.4365,0.25,4,4
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-147.4365,0.25,5,6
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-146.4365,0.25,6,2
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-145.4365,0.25,7,0
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-144.4365,0.25,8,5
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-143.4365,0.25,9,3
2019,5/22/2019,KachemakBay,Homer Spit Drone,59.648533 ,-142.4365,0.25,10,6
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,1,103
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,2,35
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,3,49
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,4,12
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,5,72
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,6,116
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,7,132
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,8,66
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,9,89
2020,6/4/2020,KachemakBay,JakolofBay,59.449,-151.499,0.25,10,103
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,1,56
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,2,108
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,3,99
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,4,127
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,5,98
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,6,117
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,7,89
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,8,136
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,9,92
2020,6/10/2020,KachemakBay,Herring Island,59.478218,-151.519772,0.25,10,69
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,1,78
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,2,60
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,3,61
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,4,63
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,5,39
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,6,67
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,7,31
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,8,23
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,9,18
2021,4/24/2021,KachemakBay,JakolofBay,59.449,-151.499,0.25,10,7
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,1,52
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,2,71
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,3,48
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,4,32
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,5,39
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,6,32
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,7,22
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,8,21
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,9,32
2021,4/24/2021,KachemakBay,Herring Island,59.478218,-151.519772,0.25,10,31
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,1,85
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,2,32
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,3,36
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,4,24
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,5,28
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,6,12
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,7,18
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,8,12
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,9,3
2021,5/29/2021,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,10,12
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,1,35
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,2,28
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,3,32
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,4,23
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,5,29
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,6,42
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,7,27
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,8,43
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,9,45
2021,5/24/2021,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,10,46
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,1,11
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,2,18
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,3,24
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,4,23
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,5,30
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,6,0
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,7,26
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,8,15
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,9,19
2021,5/24/2021,KachemakBay,Homer Spit Drone,59.648533,-151.4365,0.25,10,11
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,1,27
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,2,71
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,3,59
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,4,64
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,5,48
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,6,51
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,7,9
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,8,75
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,9,79
2022,5/16/2022,KachemakBay,JakolofBay,59.449,-151.499,0.25,10,82
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,1,92
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,2,123
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,3,151
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,4,107
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,5,128
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,6,71
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,7,83
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,8,62
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,9,119
2022,5/19/2022,KachemakBay,Herring Island,59.478218,-151.519772,0.25,10,213
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,1,78
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,2,112
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,3,92
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,4,56
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,5,49
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,6,98
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,7,89
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,8,51
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,9,47
2022,5/17/2022,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,10,32
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,1,67
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,2,47
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,3,32
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,4,49
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,5,41
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,6,28
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,7,53
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,8,83
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,9,47
2022,5/17/2022,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,10,27
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,1,57
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,2,55
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,3,39
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,4,107
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,5,85
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,6,52
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,7,81
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,8,74
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,9,109
2023,5/11/2023,KachemakBay,JakolofBay,59.449,-151.499,0.25,10,58
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,1,73
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,2,51
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,3,67
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,4,59
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,5,37
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,6,63
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,7,109
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,8,71
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,9,69
2023,5/19/2023,KachemakBay,Herring Island,59.478218,-151.519772,0.25,10,52
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,1,41
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,2,45
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,3,42
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,4,32
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,5,18
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,6,18
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,7,14
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,8,14
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,9,19
2023,5/22/2023,KachemakBay,Peterson Bay,59.58208333,-151.264,0.25,10,19
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,1,17
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,2,24
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,3,25
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,4,27
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,5,32
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,6,25
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,7,31
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,8,19
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,9,33
2023,5/20/2023,KachemakBay,Homer Spit,59.657917,-151.433283,0.25,10,23
